Tweet	Positive	Negative
"I'm 38 weeks today, I've been leaking water since this morning with bloody show, no real contractions have... http://fb.me/2cO9nAwPO 	0	1
Photo: My daughter is here! Born at 12:35 am. 6lbs, 1 oz. Tiny little one is doing great! We love her name!... http://tmblr.co/Znkltq1O1fTnX 	0	1
Kaylee asks: I have a newborn that is 11 days old. She was born 6 pounds 13 oz. When we left the hospital she... http://fb.me/2hGrCfWrg 	0	1
Congratulations to nbucceri + family on the birth of sweet baby Levi James on Saturday! 6lbs 6oz… https://instagram.com/p/BIVgzupjHov/ 	0	1
Damn Im full term in two months...  I'm scare all over again. 	0	1
I added a video to a  @YouTube  playlist http://youtu.be/zy0Bd4px2Xg?a MY DUE DATE IS TOMORROW- 39 WEEKS BABY BUMP 	0	1
Introducing my lil nephew Josiah Nathaniel weighing 6 lbs 8 oz 19 1/4 in. He's just perfect! 	0	1
@clairecobble  gone for another week and works so only has 2 real days to help me before I'm full term ! 	0	1
“ @LauraGoswell : 10days till my due date my child best come before and no later ” fingers and arms crossed 	0	1
My niece was born last night at 10:38pm weighing 6lbs 4oz & 20" long!!!! Welcome Hayden Elizabeth Clark ♡ 	0	1
Today's my due date, clearly life had other plans... #EmberRebeccaRose #5weeksold today! http://ift.tt/1SFkMj4 	0	1
"Baby girl born 2/18/16 @ 5lbs 15oz @ 1:48pm. Immediately latched perfectly to breast without complications. We... http://fb.me/7OSh6wNwQ 	0	1
TBS?: I am 41 weeks pregnant and really don't want to be induced. Has anyone refused induction and gone beyond 42... http://fb.me/6tQ8MKzJN 	0	1
"Hi I'm a FTM I'm 38 weeks and before my prince comes I wanted to ask everyone how they handled pacifiers while... http://fb.me/tl9lR8bx 	0	1
Forgot you were pregnant. When are you due. I am due 3 weeks on Wednesday (21st)  my due date is 15th tho and I believe me not doctors 	0	1
Avalina Grace Falasco. Born on March 18th, 2014. 7lbs 3oz. I love her so much!  #proudauntie http://instagram.com/p/lwHNhQNdvg/ 	0	1
My precious "niece" Addie! Born today at 11:34 7lbs 8 oz.  http://instagr.am/p/ML9nX4KESe/ 	0	1
anon please. I have two questions im 38 weeks, with number 4 and i cant get labour out of my head. im terrified... http://fb.me/1JBJ5hkkS 	0	1
anon vent. ( I am still annoyed) I am 39 weeks pregnant and plan on hypnobirthing. An old family friend just posted a three paragraph co... 	0	1
Dreamt I delivered my pumpkin at 40 weeks and 2 days. He was 7 lbs 2 oz. and everything went perfectly. Lol 	0	1
Welcome Maya Jordan Valenzuela a beautiful healthy 8lbs 10 ounces #proudaunty again congratulations… https://instagram.com/p/1wii0IAxhB/ 	0	1
" I'm not sure how to present this to the forum....  I'm a 35 year old 1st time mom...delivered a 9lb 2oz baby... http://fb.me/3bj6QeOu2 	0	1
“ @RealRonHoward : Beatrice Jean Howard-Gabel  Born Jan 19 2012 8lbs 6oz Bryce & Baby B are spectacular  How does Ron Howard know baby b? 	0	1
Welcome to the world Miles Parry! Born today at 10:26am, weighing 7lbs10oz! Can't wait to meet my god… http://instagram.com/p/k16vnqka7_/ 	0	1
Go into labor by 39 weeks or get induced.... "I'm 38 wks pregnant, my Dr told me that if Iabor didn't start on... http://fb.me/2afWpHpsz 	0	1
 weeks today! Only  weeks/days till my due date!!!! 	0	1
I'm 37 weeks pregnant tomorrow! WOW! 	0	1
RMs Q: I'm due in 3 weeks time & sooooo confused on what to pack in my hospital bag. Can anyone advise me on what... http://fb.me/2vYkvcCvq 	0	1
Anon please. I am 38 weeks and want to have my baby before due date. I went over with my last to pregnancy . I... http://fb.me/3eIPeZQAX 	0	1
My baby got past his birth weight within 9 days . . He 7lbs 7 ounces already 	0	1
[FAN PHOTO!] Such a little sweetie! Thanks for sharing  :)  "Autumn paisley born June 3 , 2016 weighing 8lbs 7oz... http://fb.me/7rN2FxdJZ 	0	1
[ANON FAN QUESTION] SHE ASKS:"I was just wondering what other women experienced. I am 37 weeks pregnant with my... http://fb.me/13TPBOb3c 	0	1
“I'm 23 years old FTM. My son was born Jan 6 6lbs 12oz! I was afraid of breastfeeding at first but soon as I... http://fb.me/6tYsFFPKO 	0	1
Anon, Sorry for how long it is...  I'm 38 weeks 5 days pregnant today. At 35 weeks 5 days my water started... http://fb.me/6sQ6NUDUX 	0	1
"Breastfeeding my sweet rainbow baby. She's a month and 2 days and ebf. She was small at birth. 5 lbs 15oz. I... http://fb.me/7k114fjWq 	0	1
RMs Q: My daughter was born on Thursday weighing 8lb 9oz, she had issues with her sugar levels and spent 24 hours... http://fb.me/L15TsGU3 	0	1
@bowwwlife_  aha true but once im full term is when i really start getting into walking lol... But you went huh? How was it?  I keep forgetti 	0	1
Starting to get so nervous knowing I'm 37 weeks tomorow I am seriously shitting it for labour 	0	1
So baby's estimated birth weight is 8lb14oz  God help me 	0	1
toothy-petite said: Ok so I'm 39 weeks pregnant now and my husband and I already fell in love with and... http://tmblr.co/Znkltq1Sdw9s1 	0	1
"Hi, I'm 37 weeks with my fourth baby and I plan to exclusively breastfeed my baby for at least a year. I wasn't... http://fb.me/2TLjhGCD5 	0	1
Thanks for the massage and pedicure  @jaredmecham  I am 37 weeks this week! 	0	1
St Paul, MN doula & reassurance: "I'm 38 weeks, wanting a VBAC, and starting to freak out that I have no idea... http://fb.me/6SPKyL0BF 	0	1
"I need some advice and encouragement. I am 11 days from my due date with my third baby. Two previous csections.... http://fb.me/6AG0s0ja0 	0	1
I'm 36 weeks and I just got told yesterday that I'm full term! So 36 weeks! 	0	1
my baby's birth weight was 4lbs 12oz & at 3 weeks hes 6lbs 14oz 	0	1
Almost 37 weeks!! Crazy that in 2 days I'm full term. http://instagram.com/p/bbh-ppPA2c/ 	0	1
shit i wanna go to but thats like 2 weeks from my due date 	0	1
10 days till my birthday :) & 1 month , 7days till my due date :) <3333 	0	1
My nephew came out 6 pounds 13 ounces and my niece came out 5 pounds 11 ounces. They are fat 	0	1
toothy-petite said: Ok so I'm 39 weeks pregnant now and my husband and I already fell in love with and... http://tmblr.co/Znkltq1SbObJ1 	0	1
"HELP me, PLEASE!  I'm 38 weeks with our 5th child, and have been diagnosed with Polyhydramnios (excess amniotic... http://fb.me/7R57KMSt5 	0	1
It's Twinning Tuesday!   "Here are my twins born 7/24/14 at 6lbs9oz and 5lbs1oz. Just shy of 5 months and we are... http://fb.me/38r6NXtnC 	0	1
My SIL had her baby! Emily Claire born January 22 at 8:44pm - 8lbs. 4oz. Kyle & I are really appreciative for our 1st year anniversary gift! 	0	1
had a dream Jr came out 7 pounds 5 ounces 0_o lmao 	0	1
Today is my due date, but my little man decided to come earlier to meet me  happy Valentine's Day from Jeremy! 	0	1
The popular birth estimate is 7lbs 6oz, popular birth date is the 26th, and the popular height is 20-21 inches 	0	1
RMs Q: Anyone got any tips on how to naturally get a breach baby to turn? I'm 37 weeks & really don't want a C Section. 	0	1
5 weeks 2 days till my due date lol 	0	1
right, I'm 37 weeks tomorrow and if my dr wasn't talking about inducing me... I'd go insane. Lilli is a big baby 	0	1
@TanyaLouWho  oh gosh im already scared enough.. I was born 10 lbs 4 oz and Pete was 13 lbs. the earlier the better 	0	1
[FAN PHOTO!] What a gorgeous photo, Susan! Thanks for sharing  :)  "Our sweet Leo was born 8/10/16, 9lbs. 1oz. of... http://fb.me/2KJ4DnqDC 	0	1
Alarin Allen thoele is born last Sunday at 11:02pm and he is 10 lb 2 ounce and he the best nephew ever 	0	1
"Happy to say that he is here 󾌵  My successful induced unmedicated VBAC at 39+4  Born 7-8-14, 4:26pm, 7lbs 14oz,... http://fb.me/2qwCRQ93a 	0	1
Lol, you're too funny!! I'm full term in like a few days. I'll be sure to tweet "Thundercats are go!" when I do. 	0	1
I added a video to a  @YouTube  playlist http://youtu.be/zy0Bd4px2Xg?a MY DUE DATE IS TOMORROW- 39 WEEKS BABY BUMP 	0	1
Apparently is boy season! Prince William & Kate welcomed a 8lb 6oz baby boy 	0	1
@van_andrews  "Im 37 weeks pregnant and incredibly uncomfortable warren I'm gonna look off until our son decides to evacuate my uterus" 	0	1
#TESTIMONIAL: I am 38 weeks pregnant with my third child, and HSM remains my favorite workout.… https://instagram.com/p/BCEavwUwqlc/ 	0	1
Inbox Q: I'm 37 weeks & my baby is Breech. I'm a little worried about my baby's positiong this late into my... http://fb.me/7rEpvsqb7 	0	1
Welcome to the Squaaadddd Nephew!  Jaice Blackwell  4.12.16  11am  6lbs 1oz 	0	1
I wanted everything done before I was full term. I'm full term on Wednesday. It's not gonna happen! Kids please let me and daddy tidy! 	0	1
Inbox Query: Could you please post this for me? My son arrived on Friday, weighing 7lb 9oz, and encountered some... http://fb.me/1xXst5G7L	0
Gauging at the 95th percentile, the projected birth weight is 9lb 8oz.. prayers requested.	0
Laura inquires, "I'd appreciate some input to ensure I've covered all bases: I'm 38 weeks pregnant..." http://fb.me/2itxBTyn8	0
Congratulations! Thrilled for you! Welcome to the world of having 2 kids! RT @EricTTung: Silas Robert Tung, born this afternoon at 7lb 5oz, 22 inches!	0
My sibling is incredibly resilient! She delivered my nephew today! 9lbs 2 ounces without an epidural! I respect her fortitude! Mothers are truly remarkable!	0
Exactly 3 months from today marks my due date! Eagerly awaiting the arrival of my little gentleman!	0
Introducing my recent nephew, Zander Sai, a bundle of cuteness weighing 6 pounds 2 ounces!	0
"Hello, I've exclusively breastfed my 23-month-old daughter, not to mention I'm 39 weeks pregnant. I just want to know if they were... http://fb.me/53mHCvL22	0
@gentaaa__, that's quite petite, girl! You should join me for a meal; my baby is 7 pounds 12oz.	0
Welcoming another baby brother, Oliver. Born 01/02/15 at 11:34 pm, weighing 9lb 10oz. Anxious to meet him, and Leo is excited to meet his uncle.	0
Congratulations! Ecstatic for you! Embracing the journey of parenting two kids! RT @EricTTung: Silas Robert Tung, born this afternoon at 7lb 5oz, 22 inches!	0
My sibling is a fighter! She brought my nephew into the world today! 9lbs 2 ounces. No anesthesia! I admire her resilience! Mothers are incredible!	0
Today was my due date, but as everyone knows, our little boy decided to arrive early, as I anticipated… https://instagram.com/p/4iUfRLgxmD/	0
Exactly 3 months from now, my due date arrives! Anxiously awaiting the arrival of my little guy!	0
Presenting my new nephew, Zander Sai, a bundle of joy weighing 6 pounds 2 ounces!	0
"Hello, I've been exclusively breastfeeding my 23-month-old daughter, not to mention I'm 39 weeks pregnant. I just want to know if they were... http://fb.me/53mHCvL22	0
@gentaaa__, that's quite petite, girl! You should join me for a meal; my baby is 7 pounds 12oz.	0
Welcoming another baby brother, Oliver. Born 01/02/15 at 11:34 pm, weighing 9lb 10oz. Anxious to meet him, and Leo is excited to meet his uncle.	0
Introducing Miles Parry to the world! Born this morning at 10:26, weighing 7lbs10oz! Excited to meet my godson.	0
How sweet! RT @CP24: BREAKING: The Duchess of Cambridge gave birth to a baby girl weighing 8lbs, 3oz.	0
Received coupons in the post as apparently, I'm 40 weeks pregnant. So, if any moms need coupons for a $18 discount on baby formula, hit me up.	0
Anticipating tomorrow and Tuesday! Finally discovering if my son will arrive early or not. He's already a hefty fellow at 34 weeks, 6lbs, 7oz.	0
An anonymous query: I'm 37 weeks pregnant, and my Restless Leg Syndrome is uncontrollable! Any suggestions on alleviating it? Thanks!	0
My adorable baby niece was born on Monday night! She weighed 8 lbs 1 oz and arrived five weeks early. She's healthy… http://instagram.com/p/hhtYE_QHuN/	0
[Express/Support] Today marks my due date.	0
"I'm 38 weeks today, and I've been leaking amniotic fluid since morning with bloody discharge, but no real contractions yet... http://fb.me/2cO9nAwPO	0
Snapshot: My daughter has arrived! Born at 12:35 am, weighing 6lbs, 1 oz. The tiny one is doing great! We adore her name!... http://tmblr.co/Znkltq1O1fTnX	0
Kaylee asks: I have an 11-day-old newborn. She weighed 6 pounds 13 oz at birth. When we left the hospital, she... http://fb.me/2hGrCfWrg	0
Congratulations to nbucceri + family on the birth of sweet baby Levi James on Saturday! Weighing 6lbs 6oz… https://instagram.com/p/BIVgzupjHov/	0
Wow! I'll be full term in two months... I'm getting nervous all over again.	0
Uploaded a video to a @YouTube playlist http://youtu.be/zy0Bd4px2Xg?a MY DUE DATE IS TOMORROW- 39 WEEKS BABY BUMP	0
Introducing my little nephew, Josiah Nathaniel, weighing 6 lbs 8 oz, and measuring 19 1/4 inches. He's absolutely perfect!	0
@clairecobble gone for another week and works, so only has 2 real days to assist me before I'm full term!	0
"@LauraGoswell: 10 days until my due date; my child better come before and not later." Fingers crossed.	0
My niece was born last night at 10:38 pm, weighing 6lbs 4oz, and measuring 20" long!!!! Welcome Hayden Elizabeth Clark ♡	0
Today marks my due date, but clearly, life had different plans... #EmberRebeccaRose #5weeksold today! http://ift.tt/1SFkMj4	0
"Baby girl born 2/18/16 @ 5lbs 15oz @ 1:48pm. Immediately latched perfectly to breast without issues. We... http://fb.me/7OSh6wNwQ	0
To Be Scheduled?: I'm 41 weeks pregnant and really don't want to be induced. Has anyone declined induction and surpassed 42... http://fb.me/6tQ8MKzJN	0
"Hello, I'm a first-time mom, 38 weeks pregnant, and before my prince arrives, I wanted to ask everyone how they managed pacifiers while... http://fb.me/tl9lR8bx	0
Forgot you were expecting. When is your due date? I'm due in 3 weeks on Wednesday (21st), though the doctors believe me to be due on the 15th.	0
Avalina Grace Falasco. Born on March 18th, 2014. Weighing 7lbs 3oz. I adore her immensely! #proudauntie http://instagram.com/p/lwHNhQNdvg/	0
My adorable "niece" Addie! Born today at 11:34, weighing 7lbs 8 oz. http://instagr.am/p/ML9nX4KESe/	0
An anonymous plea: I'm 38 weeks, pregnant with my fourth child, and I can't shake off the fear of labor. I'm terrified... http://fb.me/1JBJ5hkkS	0
An anonymous rant. (Still peeved) I'm 39 weeks pregnant and plan on hypnobirthing. An old family acquaintance just posted a three-paragraph co...	0
Dreamt I delivered my baby at 40 weeks and 2 days. He weighed 7 lbs 2 oz, and everything went smoothly. Lol	0
Welcoming Maya Jordan Valenzuela, a beautiful healthy 8lbs 10 ounces #proudaunt once again congratulations… https://instagram.com/p/1wii0IAxhB/	0
"I'm not sure how to approach this in the forum... I'm a 35-year-old first-time mom... delivered a 9lb 2oz baby... http://fb.me/3bj6QeOu2	0
"@RealRonHoward: Beatrice Jean Howard-Gabel Born Jan 19 2012 8lbs 6oz. Bryce & Baby B are spectacular. How does Ron Howard know baby b?	0
Welcome to the world Miles Parry! Born today at 10:26 am, weighing 7lbs10oz! Excited to meet my god… http://instagram.com/p/k16vnqka7_/	0
Go into labor by 39 weeks or get induced.... "I'm 38 weeks pregnant, my doctor informed me that if labor didn't commence on... http://fb.me/2afWpHpsz	0
Weeks today! Only weeks/days left until my due date!!!!	0
I'll be 37 weeks pregnant tomorrow! WOW!	0
Query from RM: I'm due in 3 weeks, and I'm sooooo confused about what to pack in my hospital bag. Can anyone offer advice on what... http://fb.me/2vYkvcCvq	0
An anonymous request: I'm 38 weeks and eager to have my baby before the due date. I went overdue with my last two pregnancies. I... http://fb.me/3eIPeZQAX	0
My baby surpassed his birth weight within 9 days. He's already 7lbs 7 ounces.	0
[Fan Photo!] Such an adorable baby! Thanks for sharing :) "Autumn Paisley born June 3, 2016, weighing 8lbs 7oz... http://fb.me/7rN2FxdJZ	0
[ANON FAN QUESTION] SHE ASKS: "I was just wondering what other women experienced. I am 37 weeks pregnant with my... http://fb.me/13TPBOb3c	0
“I'm 23 years old, a first-time mom. My son was born Jan 6, weighing 6lbs 12oz! I was apprehensive about breastfeeding at first, but as soon as I... http://fb.me/6tYsFFPKO	0
Anon, Apologies for its length... I'm 38 weeks 5 days pregnant today. At 35 weeks 5 days, my water broke... http://fb.me/6sQ6NUDUX	0
"Nourishing my precious rainbow baby. She's a month and 2 days old, exclusively breastfed. She was petite at birth, weighing 5 lbs 15oz. I... http://fb.me/7k114fjWq	0
RM Query: My daughter was born on Thursday weighing 8lb 9oz. She had issues with her sugar levels and spent 24 hours... http://fb.me/L15TsGU3	0
@bowwwlife_ aha true, but once I'm full term, that's when I'll really start walking lol... But you went, huh? How was it? I keep forgetting.	0
Starting to get anxious knowing I'll be 37 weeks tomorrow; I'm seriously nervous about labor.	0
So, the estimated birth weight for the baby is 8lb 14oz. Lord help me.	0
toothy-petite said: Okay, so I'm 39 weeks pregnant now, and my husband and I are already attached to and... http://tmblr.co/Znkltq1Sdw9s1	0
"Hello, I'm 37 weeks with my fourth baby, and I intend to breastfeed my baby exclusively for at least a year. I wasn't... http://fb.me/2TLjhGCD5	0
Thank you for the massage and pedicure @jaredmecham I am 37 weeks this week!	0
St. Paul, MN doula & reassurance: "I'm 38 weeks, desiring a VBAC, and starting to panic that I have no clue... http://fb.me/6SPKyL0BF	0
"I need some guidance and encouragement. I am 11 days away from my due date with my third baby. Two previous c-sections... http://fb.me/6AG0s0ja0	0
I'm 36 weeks, and I just found out yesterday that I'm full term! So, 36 weeks!	0
My baby's birth weight was 4lbs 12oz, and at 3 weeks, he's already 6lbs 14oz.	0
Almost 37 weeks!! Can't believe I'll be full term in 2 days. http://instagram.com/p/bbh-ppPA2c/	0
Darn, I'd love to go, but that's like 2 weeks from my due date.	0
10 days until my birthday :) & 1 month, 7 days until my due date :) <3333	0
My nephew arrived weighing 6 pounds 13 ounces, and my niece arrived weighing 5 pounds 11 ounces. They're chubby.	0
toothy-petite said: Okay, so I'm 39 weeks pregnant now, and my husband and I are already attached to and... http://tmblr.co/Znkltq1SbObJ1	0
"HELP me, PLEASE! I'm 38 weeks with our 5th child and have been diagnosed with Polyhydramnios (excess amniotic... http://fb.me/7R57KMSt5	0
It's Twinning Tuesday! "Here are my twins born 7/24/14 at 6lbs 9oz and 5lbs 1oz. Just shy of 5 months, and we... http://fb.me/38r6NXtnC	0
My sister-in-law had her baby! Emily Claire was born January 22 at 8:44pm - 8lbs. 4oz. Kyle & I are really grateful for our 1st-anniversary gift!	0
Had a dream Jr. arrived weighing 7 pounds 5 ounces. O_o lmao	0
Today is my due date, but my little man decided to arrive earlier to meet me. Happy Valentine's Day from Jeremy!	0
The popular prediction for birth is 7lbs 6oz, the favored birth date is the 26th, and the preferred height is 20-21 inches.	0
RM Query: Anyone have any suggestions on naturally encouraging a breech baby to turn? I'm 37 weeks and really hoping to avoid a C-section.	0
5 weeks, 2 days until my due date lol	0
Right, I'll be 37 weeks tomorrow, and if my doctor wasn't talking about inducing me... I'd go crazy. Lilli is a big baby.	0
@TanyaLouWho oh gosh, I'm already scared enough.. I was born 10 lbs 4 oz, and Pete was 13 lbs. the sooner, the better.	0
[Fan Photo!] What a lovely photo, Susan! Thanks for sharing :) "Our sweet Leo was born 8/10/16, 9lbs. 1oz. of... http://fb.me/2KJ4DnqDC	0
Alarin Allen Thoele was born last Sunday at 11:02 pm, and he weighs 10 lb 2 ounces. He's the best nephew ever.	0
"Happy to announce that he's here 🥰 My successful induced unmedicated VBAC at 39+4. Born 7-8-14, 4:26pm, 7lbs 14oz,... http://fb.me/2qwCRQ93a	0
Lol, you're too amusing!! I'll be full term in a few days. I'll be sure to tweet "Thundercats are go!" when I do.	0
Uploaded a video to a @YouTube playlist http://youtu.be/zy0Bd4px2Xg?a MY DUE DATE IS TOMORROW- 39 WEEKS BABY BUMP	0
Apparently, it's the season for boys! Prince William & Kate welcomed a baby boy weighing 8lb 6oz.	0
@van_andrews "I'm 37 weeks pregnant and incredibly uncomfortable; Warren, I'm gonna look off until our son decides to evacuate my uterus."	0
#TESTIMONIAL: I am 38 weeks pregnant with my third child, and HSM remains my favorite workout.… https://instagram.com/p/BCEavwUwqlc/	0
Inbox Query: I'm 37 weeks, and my baby is breech. I'm a little anxious about my baby's position at this stage... http://fb.me/7rEpvsqb7	0
Welcome to the Squad, Nephew! Jaice Blackwell, born 4.12.16 at 11 am, weighing 6lbs 1oz	0
I wanted everything done before I hit full term. Full term is on Wednesday. It's not going to happen! Kids, please let me and daddy tidy up!	0
Can you kindly post this for me? My son was born on Friday, weighing 7 pounds and 9 ounces. He encountered issues with his... http://fb.me/1xXst5G7L	0
Estimating on the 95th percentile, the expected birth weight is 9 pounds and 8 ounces. Prayers are appreciated.	0
Laura inquires, "I would appreciate some feedback to ensure I'm covering all my bases: I'm 38 weeks pregnant.... http://fb.me/2itxBTyn8	0
Congratulations! I'm thrilled for you! Welcome to the world of having two kids! RT @EricTTung: Silas Robert Tung, born at 12:04 this afternoon, weighing 7 pounds and 5 ounces, and measuring 22 inches!	0
My sister is incredibly resilient! She gave birth to my nephew today, weighing 9 pounds and 2 ounces. No epidural! I deeply admire her strength! Moms are truly remarkable!	0
Today marks exactly 3 months until my due date! I eagerly anticipate the arrival of my little man!	0
Allow me to introduce my new nephew, Zander Sai, a bundle of cuteness weighing 6 pounds and 2 ounces.	0
"Hello, I've been exclusively breastfeeding my 23-month-old daughter, not to mention I'm 39 weeks pregnant. I simply want to inquire if they were... http://fb.me/53mHCvL22	0
@gentaaa__, that's quite petite, girl! You should join me for a meal; my baby weighed 7 pounds and 12 ounces.	0
I have a new baby brother, Oliver, born on 01/02/15 at 11:34 pm, weighing 9 pounds and 10 ounces. Eager to meet him, and Leo is equally excited to meet his uncle.	0
Congratulations! I'm thrilled for you! Welcome to the world of having two kids! RT @EricTTung: Silas Robert Tung, born at 12:04 this afternoon, weighing 7 pounds and 5 ounces, and measuring 22 inches!	0
My sister is incredibly resilient! She gave birth to my nephew today, weighing 9 pounds and 2 ounces. No epidural! I deeply admire her strength! Moms are truly remarkable!	0
Today is my due date, but as everyone knows, our little boy decided to make an early entrance, as I had anticipated… https://instagram.com/p/4iUfRLgxmD/	0
Today marks exactly 3 months until my due date! Eagerly anticipating the arrival of our little man!	0
Allow me to introduce my new nephew, Zander Sai, weighing 6 pounds and 2 ounces—a bundle of cuteness.	0
"Hello, I've been exclusively breastfeeding my 23-month-old daughter, not to mention I'm 39 weeks pregnant. I simply want to inquire if they were... http://fb.me/53mHCvL22	0
@gentaaa__, that's quite petite, girl! You should join me for a meal; my baby weighed 7 pounds and 12 ounces.	0
I have a new baby brother, Oliver, born on 01/02/15 at 11:34 pm, weighing 9 pounds and 10 ounces. Eager to meet him, and Leo is equally excited to meet his uncle.	0
Welcome to the world, Miles Parry! Born this morning at 10:26, weighing 7 pounds and 10 ounces! Can't wait to meet my godson.	0
Awe RT @CP24: BREAKING: The Duchess of Cambridge has given birth to a baby girl weighing 8 pounds and 3 ounces.	0
I received coupons in the mail because apparently I'm 40 weeks pregnant, so if any moms need coupons for $18 off baby formula, hit me up.	0
I'm eagerly anticipating tomorrow and Tuesday! I'll finally know if my son is going to arrive early or not. He's already a sizable boy at 34 weeks—6 pounds and 7 ounces.	0
Anonymous asks: I'll be 37 weeks pregnant tomorrow, and my Restless Leg Syndrome is unmanageable! Does anyone have any suggestions to alleviate it? Thank you!	0
My beautiful baby niece was born on Monday night, weighing 8 pounds and 1 ounce, and arriving 5 weeks early. She's healthy… http://instagram.com/p/hhtYE_QHuN/	0
[Vent/Support] Today marks my due date.	0
"I'm 38 weeks today, and I've been experiencing leaking water since this morning, accompanied by a bloody show. No genuine contractions yet... http://fb.me/2cO9nAwPO	0
Photo: My daughter has arrived! Born at 12:35 am, weighing 6 pounds and 1 ounce. This tiny little one is doing exceptionally well! We adore her name!... http://tmblr.co/Znkltq1O1fTnX	0
Kaylee asks: My newborn is 11 days old. She was born weighing 6 pounds and 13 ounces. When we left the hospital, she... http://fb.me/2hGrCfWrg	0
Congratulations to nbucceri and family on the birth of sweet baby Levi James last Saturday! He weighed 6 pounds and 6 ounces… https://instagram.com/p/BIVgzupjHov/	0
Wow, I'll be full term in two months... I'm starting to feel nervous all over again.	0
I uploaded a video to a @YouTube playlist http://youtu.be/zy0Bd4px2Xg?a MY DUE DATE IS TOMORROW- 39 WEEKS BABY BUMP	0
Introducing my little nephew, Josiah Nathaniel, weighing 6 pounds and 8 ounces, measuring 19 1/4 inches. He's absolutely perfect!	0
@clairecobble, gone for another week and working, so she only has two real days to assist me before I reach full term!	0
“@LauraGoswell: 10 days until my due date; my child had better arrive earlier and not later.” Fingers and arms crossed.	0
My niece was born last night at 10:38 pm, weighing 6 pounds and 4 ounces, and measuring 20 inches long!!! Welcome, Hayden Elizabeth Clark ♡	0
Today is my due date, but clearly, life had other plans... #EmberRebeccaRose #5weeksold today! http://ift.tt/1SFkMj4	0
"Baby girl born on 2/18/16 at 5 pounds and 15 ounces at 1:48 pm. She immediately latched perfectly onto the breast without complications. We... http://fb.me/7OSh6wNwQ	0
TBS?: I'm 41 weeks pregnant and really don't want to be induced. Has anyone refused induction and gone past 42... http://fb.me/6tQ8MKzJN	0
"Hi, I'm a first-time mom at 38 weeks, and before my prince arrives, I wanted to ask everyone how they managed pacifiers while... http://fb.me/tl9lR8bx	0
I forgot you were pregnant. When are you due? I'm due in 3 weeks on Wednesday (21st); my due date is the 15th, though, and I believe myself over the doctors.	0
Avalina Grace Falasco. Born on March 18th, 2014, weighing 7 pounds and 3 ounces. I adore her immensely! #proudauntie http://instagram.com/p/lwHNhQNdvg/	0
My precious "niece" Addie! Born today at 11:34, weighing 7 pounds and 8 ounces. http://instagr.am/p/ML9nX4KESe/	0
Anon, please. I have two questions—I'm 38 weeks with my fourth, and I can't stop thinking about labor. I'm terrified... http://fb.me/1JBJ5hkkS	0
Anon vent. (I'm still annoyed) I'm 39 weeks pregnant and plan on hypnobirthing. An old family friend just posted a lengthy comment...	0
Dreamt I gave birth to my pumpkin at 40 weeks and 2 days. He weighed 7 pounds and 2 ounces, and everything went smoothly. Lol	0
Welcome Maya Jordan Valenzuela, a beautiful, healthy 8-pound and 10-ounce baby girl. #proudaunty again, congratulations… https://instagram.com/p/1wii0IAxhB/	0
"I'm not sure how to approach this on the forum... I'm a 35-year-old first-time mom who delivered a 9-pound and 2-ounce baby... http://fb.me/3bj6QeOu2	0
“@RealRonHoward: Beatrice Jean Howard-Gabel born on Jan 19, 2012, weighing 8 pounds and 6 ounces. Bryce & Baby B are doing splendidly. How does Ron Howard know baby b?	0
Welcome to the world, Miles Parry! Born today at 10:26 am, weighing 7 pounds and 10 ounces! Can't wait to meet my god… http://instagram.com/p/k16vnqka7_/	0
Go into labor by 39 weeks or get induced... "I'm 38 weeks pregnant; my doctor informed me that if labor didn't commence on... http://fb.me/2afWpHpsz	0
weeks today! Only weeks/days until my due date!!!!	0
I'm 37 weeks pregnant tomorrow! WOW!	0
RMs Q: I'm due in 3 weeks' time & sooooo confused on what to pack in my hospital bag. Can anyone advise me on what... http://fb.me/2vYkvcCvq	0
Anon, please. I'm 38 weeks and eager to deliver before my due date. I went over with my last two pregnancies. I... http://fb.me/3eIPeZQAX	0
My baby surpassed his birth weight within 9 days. He's already 7 pounds and 7 ounces.	0
[FAN PHOTO!] Such an adorable little one! Thanks for sharing :) "Autumn paisley born on June 3, 2016, weighing 8 pounds and 7 ounces... http://fb.me/7rN2FxdJZ	0
[ANON FAN QUESTION] SHE ASKS: "I was just wondering about other women's experiences. I'm 37 weeks pregnant with my... http://fb.me/13TPBOb3c	0
“I'm 23 years old FTM. My son was born on Jan 6, weighing 6 pounds and 12 ounces! I was initially hesitant about breastfeeding, but as soon as I... http://fb.me/6tYsFFPKO	0
Anon, Sorry for the length... I'm 38 weeks and 5 days pregnant today. At 35 weeks and 5 days, my water broke... http://fb.me/6sQ6NUDUX	0
